Category,Question,Explanation,Answer,isRight,Answer,isRight,...
"JavaScript Zertifikat","What is the correct way to define an object ""person"" with properties ""firstName"", ""lastName"", and ""age""?
","Question: 11
There are different ways to define an object ""person"" with properties ""firstName"", ""lastName"", and ""age"". Here is an
example:
Using object literal notation:
let person = {
  firstName: ""John"",
  lastName: ""Doe"",
  age: 30
};
This creates an object called ""person"" with three properties: ""firstName"" with a value of ""John"", ""lastName"" with a value
of ""Doe"", and ""age"" with a value of 30.
You can also create the object first and then add the properties using dot notation or bracket notation:
let person = {};
person.firstName = ""John"";
person.lastName = ""Doe"";
person.age = 30;
Or:
let person = {};
person[""firstName""] = ""John"";
person[""lastName""] = ""Doe"";
person[""age""] = 30;
Both of these ways will also create an object with the same properties and values. (note in this context const, let and var
are interchangeable).
","const person = {firstName: 'Jane', lastName: 'Doe', age: 30}; ",1,"const person = new Object('firstName' = 'Jane', 'lastName' = 'Doe', 'age' = 30);",0,"const person = {'firstName': 'Jane', 'lastName': 'Doe', 'age': 30};  ",0,"const person('firstName' = 'Jane', 'lastName' = 'Doe', 'age' = 30); ",0
"JavaScript Zertifikat","What will appear on the console after executing the following code?
let car = { model: ""Tesla"", year: 2022 }; 
let vehicle = {...car, color: ""red""}; 
car.year = 2021; 
console.log(`${vehicle.model} ${vehicle.year} ${vehicle.color}`);
","Question: 12
Tesla 2022 red
This is because we created a new object vehicle from the car object using the spread operator (...). We added a new
property color with the value ""red"" to the vehicle object. When we changed the value of the year property in the car
object to 2021, it did not affect the vehicle object. Therefore, the vehicle object still has the original values of model and
year as ""Tesla"" and 2022 respectively, and color as ""red"".
","Tesla 2021 red",0,"Tesla 2022 red",1,"Tesla 2021 blue",0,"Tesla 2022 black",0
"JavaScript Zertifikat","What will be the value of ""point.x"" after executing the following code?
let point = {x: 100, y: 200}; 
let point2 = point; 
point2.x = 0; 
","Question: 13
The value of ""point.x"" will be 0.
In this code, the variable ""point"" is assigned an object with two properties ""x"" and ""y"". Then, a new variable ""point2"" is
created and assigned the same object as ""point"". Since objects are reference types in JavaScript, both ""point"" and
""point2"" now reference the same object in memory.
When the code updates the value of the ""x"" property in ""point2"" to 0, it actually modifies the original object that ""point""
also refers to. Therefore, when the value of ""point.x"" is accessed, it returns the updated value of 0.
In other words, both ""point"" and ""point2"" refer to the same object in memory, so changes made to the object through one
variable will be reflected in the other variable as well.
",0,1,100,0,undefined,0,200,0
"JavaScript Zertifikat","How can you list the values assigned to all properties of the person object
{ name: ""Emily"", age: 25, city: ""New York"" }
","Question: 14
You can use the Object.values() method to extract an array of all values assigned to properties in the object
 { name: ""Emily"", age: 25, city: ""New York"" }
Here's an example code snippet:
const person = { name: ""Emily"", age: 25, city: ""New York"" };
const values = Object.values(person);
console.log(values);
This will output an array of values corresponding to the properties in the object:
[ 'Emily', 25, 'New York' ] 
","Object.values(person) ",1,"person.entries() ",0,"person.values() ",0,"person.keys() ",0
"JavaScript Zertifikat","What is the correct way to access the name property in the person object
 { ""name"": ""Jane Doe"" }? 
","Question: 15
To access the ""name"" property in the ""person"" object { ""name"": ""Jane Doe"" }, you can use dot notation as follows:
person.name
This will return the value of the ""name"" property, which in this case is ""Jane Doe"". Dot notation is used to access object
properties in JavaScript when you know the property name in advance.
Alternatively, you can use square bracket notation as follows: person[""name""]
This will also return the value of the ""name"" property. Square bracket notation can be useful when you need to access
object properties dynamically, for example, when the property name is stored in a variable or is the result of an
expression.
","person->name ",0,"person[name] ",0,name,0,"person[""name""] ",1
"JavaScript Zertifikat","What will appear on the console after executing the following code?
let point = {x: 100, y: 200}; 
let point2 = {...point, z: 300}; 
delete point.x; 
console.log(${point.x} ${point2.x}); 
","Question: 16
The console will display the string ""undefined 100"".
In this code, a new object called ""point2"" is created using the spread syntax ... to copy all properties of ""point"" and add a
new property ""z"" with a value of 300. Then, the delete keyword is used to delete the ""x"" property from the ""point"" object.
Finally, the console.log() method is used to log a string to the console that includes the values of ""point.x"" and ""point2.x"".
Since ""point.x"" has been deleted, it is undefined, while ""point2.x"" still has a value of 100. Therefore, the output string is
""undefined 100"".
","null 100",0,"undefined 100",1,"undefined undefined",0,"100 undefined",0
"JavaScript Zertifikat","What is the expression that will add a new property color with a value of ""red"" to the car object
{ model: ""Tesla"", year: 2022 }
","Question: 17
The expression to add a new property color with a value of ""red"" to the car object
{ model: ""Tesla"", year: 2022 } 
is:
car.color = ""red"";
This will add the new property ""color"" with the value ""red"" to the car object. The resulting object will be:
{ model: ""Tesla"", year: 2022, color: ""red"" } 
","car.color = ""red"" ",1,"car[""color""][""red""] ",0,"car.property = ""color"", ""red"" ",0,"car.new(""color, ""red"") ",0
"JavaScript Zertifikat","What is the output of the following code:
let numbers = [1, 2, 3, 4]; 
let newNumbers = numbers.map(function(number) { return number * 2; }); 
console.log(newNumbers); 
","Question: 18
The output of the code will be:
[2, 4, 6, 8]
Explanation:
The map() method creates a new array with the results of calling a provided function on every element in the original
array. In this case, the provided function takes each number in the numbers array and multiplies it by 2, and the resulting
array is assigned to the newNumbers variable. The resulting array, [2, 4, 6, 8], is then logged to the console.
","[0, 2, 4, 6]",0,"[1, 4, 9, 16]",0,"[1, 2, 3, 4]",0,"[2, 4, 6, 8]",1
"JavaScript Zertifikat","What will appear on the console after executing the following code?
let animal = { species: ""dog"", breed: ""Labrador"" }; 
let pet = {...animal, name: ""Buddy""}; 
animal.species = ""cat""; 
console.log(`${pet.species} ${pet.breed} ${pet.name}`);
","Question: 19
The console will log ""dog Labrador Buddy"".
The spread operator {...animal} creates a new object pet with the properties of animal and adds the name property to it.
Therefore, pet will have the values { species: ""dog"", breed: ""Labrador"", name: ""Buddy"" }.
Changing the value of the species property of the animal object to ""cat"" does not affect the pet object because they are
two separate objects.
Therefore, pet.species will still have the value ""dog"", pet.breed will have the value ""Labrador"", and pet.name will have
the value ""Buddy"".
","dog Labrador undefined",0,"cat Labrador undefined",0,"cat Labrador Buddy",0,"dog Labrador Buddy",1
"JavaScript Zertifikat","What is the correct way to access the value of property ""brand"" in object ""phone""?
","Question: 20
To access the value of property ""brand"" in object ""phone"", you can use dot notation or bracket notation. Here are the
examples:
Using dot notation:
let phone = { brand: ""Apple"", model: ""iPhone"" };
console.log(phone.brand); // Output: Apple
Using bracket notation:
let phone = { brand: ""Apple"", model: ""iPhone"" };
console.log(phone[""brand""]); // Output: Apple
Both of these ways are valid and will output the same result. Dot notation is used more commonly when the property
name is a valid identifier name, while bracket notation is more flexible as it allows you to access properties with names
that are not valid identifier names, such as properties with spaces or special characters.
","phone->""brand""; ",0,"phone.getBrand(); ",0,phone[brand];,0,"phone.brand; ",1
"JavaScript Zertifikat","Which of the following expressions returns true if the object ""point"" has a property ""x""?
","Question: 21
The expression ""x"" in point returns true if the object ""point"" has a property with the name ""x"".
In JavaScript, the ""in"" operator is used to check whether a property exists in an object. It returns true if the specified
property exists in the object and false otherwise.
So, in this case, the expression ""x"" in point checks if the object ""point"" has a property named ""x"". If the object has such a
property, the expression evaluates to true. If the object doesn't have a property named ""x"", the expression evaluates to
false.
Therefore, if the object ""point"" has a property named ""x"", the expression ""x"" in point will return true. If the object doesn't
have a property named ""x"", the expression will return false.
","x in point ",0,"""x"" in point ",1,"point.contains(x) ",0,"point.exists(x) ",0
"JavaScript Zertifikat","What will be the value of x after the following code is executed?
let x = 10; 
function add5(num) {
 num += 5; 
 return num;
} 
x = add5(x); 
","Question: 22
The value of x will be 15 after the code is executed.
The function add5 takes a number as an argument and adds 5 to it. The function is called with the variable x as the
argument, which has the value of 10. The function returns the value 15, which is then assigned back to the variable x.
Therefore, the value of x becomes 15.
","None of the Above",0,10,0,15,1,5,0
"JavaScript Zertifikat","What is the output of the following code?
let object1 = { prop1: ""value1"" }; 
let object2 = Object.create(object1); 
object2.prop2 = ""value2""; 
delete object2.prop1; 
console.log(object2.prop1); 
","Question: 23
The output of the following code will be undefined.
The code creates an object object1 with a property prop1 set to the string ""value1"". The object2 is then created as a new
object which prototype is set to object1 using Object.create(). Then, object2 is assigned a new property prop2 with a
value of ""value2"". Finally, the delete operator is used to remove the prop1 property from object2.
Since prop1 is a property of the prototype of object2 (i.e., it belongs to object1), deleting it only removes it from object2,
not from object1. Therefore, when we try to access object2.prop1, it returns undefined because object2 does not have its
own prop1 property, and it is not found in the prototype chain either.
","ReferenceError: prop1 is not defined ",0,undefined,1,null,0,"""value1"" ",0
"JavaScript Zertifikat","What is the output of the following code?
let obj1 = {a: 10, b: 20}; 
let obj2 = Object.create(obj1); 
obj2.c = 30; 
console.log(obj2.a + "" "" + obj2.b + "" "" + obj2.c); 
","Question: 24
The output of the following code will be:
10 20 30
Explanation:
obj1 is an object with properties a and b set to 10 and 20 respectively.
obj2 is created using Object.create() method, with obj1 as its prototype. Therefore, obj2 inherits the properties of obj1.
obj2 has a new property c set to 30.
When console.log() is called, it outputs the values of obj2.a, obj2.b, and obj2.c, which are 10, 20, and 30 respectively.
","undefined undefined 30",0,"10 20 undefined",0,"10 20 30",1,"undefined 20 30",0
"JavaScript Zertifikat","What will be the output of the following JavaScript code?
let x = 10; 
let y = 20; 
let z = 30; 
let obj = {x, y, z}; 
console.log(Object.keys(obj)); 
","Question: 25
The output of the code will be an array containing the keys of the object obj, which are ""x"", ""y"", and ""z"".
So the output will be:
[ ""x"", ""y"", ""z"" ]
Explanation:
Three variables x, y, and z are declared and initialized with values of 10, 20, and 30 respectively.
An object obj is declared using object literal notation, with three properties x, y, and z that have the same names as the
variables and the same values as the variables.
Object.keys(obj) returns an array of the keys of the obj object, which are ""x"", ""y"", and ""z"".
The console.log() statement outputs the array returned by Object.keys(obj) to the console.
","[""x"", ""y"", ""z""]",1,"[""10"", ""20"", ""30""]",0,"[x, y, z]",0,"[10, 20, 30]",0
"JavaScript Zertifikat","What will be the output of the following code?
let arr = [1, 2, 3, 4]; 
let arr2 = arr; 
arr2.push(5); 
console.log(arr); 
","Question: 26
The code initializes an array arr with the values [1, 2, 3, 4].
Then, it assigns arr to arr2, which means arr2 is referencing the same array object as arr. They both point to the same
memory location.
Next, arr2.push(5) is called, which adds the value 5 to the end of the array referenced by both arr and arr2.
Finally, console.log(arr) is executed, which outputs the content of arr. Since arr and arr2 are referencing the same array,
the output will include the added element 5, resulting in [1, 2, 3, 4, 5].
","[1, 2, 3, 4, 5, 5]",0,"[5, 1, 2, 3, 4]",0,"[1, 2, 3, 4]",0,"[1, 2, 3, 4, 5]",1
"JavaScript Zertifikat","What is the value of property ""z"" after executing the following code?
let obj = {x: 100, y: 200}; 
let obj2 = Object.create(obj); 
obj2.z = 300; 
","Question: 27
The value of property ""z"" in ""obj2"" will be 300.
This code creates a new object called ""obj"" with properties ""x"" and ""y"". Then, a new object called ""obj2"" is created using
Object.create() and ""obj"" is passed as the prototype object. This means that ""obj2"" inherits the properties of ""obj"", which
in this case are ""x"" and ""y"".
Finally, a new property ""z"" is added to ""obj2"" with a value of 300. Therefore, the value of ""z"" in ""obj2"" is 300.
",100,0,200,0,undefined,0,300,1
"JavaScript Zertifikat","What will be the value of obj.property after the following code is executed?
let obj = {property: 10};
function add5(o) {
  o.property += 5;
 return o;
}
obj = add5(obj);
","Question: 28
After executing the above code, the value of obj.property will be 15.
The add5 function takes an object as an argument, accesses its property property, and adds 5 to it. The modified object
is then returned from the function.
In the last line of code, the add5 function is called with obj as its argument. The modified object is then assigned back to
the obj variable. Therefore, obj.property will have a value of 15.
",15,1,"None of the Above",0,5,0,10,0
"JavaScript Zertifikat","What is the output of the following JavaScript code?
let obj = {a: 1, b: 2};
let clone = Object.assign({}, obj); 
clone.a = 3; 
console.log(obj.a, clone.a); 
","Question: 29
The output of the code will be 1 3.
Explanation:
An object obj is declared with two properties a and b with values of 1 and 2, respectively.
A new object clone is created using Object.assign(), which creates a shallow copy of the obj object by copying its
enumerable own properties into the new object.
The clone.a = 3 statement modifies the value of the a property in the clone object to 3.
The console.log() statement outputs the value of the a property in both the obj and clone objects to the console. Since
obj.a was not modified, its value is still 1, while clone.a was modified to 3.
","1 3",1,"3 1",0,"1 1",0,"3 3",0
"JavaScript Zertifikat","What is the expression that will check if the key age is present in the person object
{ name: ""John Smith"", age: 32 }
","Question: 30
To check if the key ""age"" is present in the object { name: ""John Smith"", age: 32 }, you can use the ""in"" operator as
follows:
""age"" in { name: ""John Smith"", age: 32 }
This will return true if the ""age"" key is present in the object, and false otherwise.
","age in person ",0,"person.contains(age) ",0,"age.in(person) ",0,"""age"" in person ",1
"JavaScript Zertifikat","What is the value of ""z"" after executing the following code?
let point = {x: 100, y: 200}; 
let point2 = Object.create(point); 
point2.z = 300; 
","Question: 31
The value of ""z"" in ""point2"" will be 300.
In this code, a new object called ""point"" is created with two properties ""x"" and ""y"". Then, a new object called ""point2"" is
created using the Object.create() method, with ""point"" as its prototype.
When the code adds a new property ""z"" to ""point2"" with a value of 300, it creates a new property in the ""point2"" object,
which is not present in the ""point"" object. Therefore, the value of ""z"" in ""point2"" is 300, while ""point"" still only has the ""x""
and ""y"" properties.

",300,1,100,0,null,0,undefined,0
"JavaScript Zertifikat","What is the correct way to add property ""z"" to object ""point"" with value 300?
","Question: 32
To add the property ""z"" with the value 300 to the ""point"" object, you can use either dot notation or square bracket
notation as follows:
Using dot notation:
point.z = 300;
Using square bracket notation:
point[""z""] = 300;
Both of these approaches will add a new property ""z"" with the value 300 to the ""point"" object. Dot notation is typically
used when the property name is known in advance, whereas square bracket notation is used when the property name is
determined at runtime or when it contains special characters or spaces.
","point.push({z: 300}); ",0,"point.z = 300 ",1,"point += {z: 300}; ",0,"Object.defineProperties(point, {z: 300}); ",0
"JavaScript Zertifikat","What is the value of property ""y"" in object ""point2"" after the following code is executed?
let point = {x: 100, y: 200}; 
let point2 = {...point}; 
point2.y = 300; 
","Question: 33
The value of property ""y"" in object ""point2"" will be 300.
The code first declares an object called ""point"" with two properties ""x"" and ""y"", and then creates a new object called
""point2"" using the spread operator to copy all the properties from ""point"".
Then, the code updates the value of the ""y"" property in ""point2"" to 300. This change only affects the ""y"" property in
""point2"" and does not affect the original object ""point"".
Therefore, after the code is executed, the value of the ""y"" property in ""point2"" is 300, while the value of the ""y"" property
in the original object ""point"" remains unchanged at 200.
",undefined,0,100,0,300,1,200,0
"JavaScript Zertifikat","What should be the declaration of the ""point"" object so that when you call ""console.log(point.x)"", the value of x appears
in the console?
","Question: 34
The answer is
let point = {x: 10};
because it declares a JavaScript object called ""point"" with a property called ""x"" whose value is 10. When you call
""console.log(point.x)"", the value of ""x"" (which is 10) will be printed to the console.
In JavaScript, objects are created using curly braces {} and are made up of key-value pairs, where the key is a string that
acts as a unique identifier for the value it holds. In this case, the key is ""x"" and the value is 10.
When you access a property of an object using dot notation (e.g., point.x), JavaScript looks up the key (in this case, ""x"")
in the object and returns the corresponding value (in this case, 10). Calling ""console.log(point.x)"" thus prints the value of
""x"" (which is 10) to the console.
","let x = 10; ",0,"let point.add(x, 10) ",0,"let point = (x: 10);",0,"let point = {x: 10}; ",1
"JavaScript Zertifikat","What will appear on the console after executing the following code?
let phone = { brand: ""Apple"", model: ""iPhone"" }; 
let cell = phone; 
cell.model = ""Samsung""; 
console.log(`${phone.brand} ${phone.model}`); 

","Question: 35
The output on the console will be:
Apple Samsung
This is because the code declares an object called ""phone"" with two properties ""brand"" and ""model"". It then creates a
new variable called ""cell"" and assigns it the same object as ""phone"" (i.e., they both refer to the same object in memory).
When the code updates the ""model"" property of ""cell"" to ""Samsung"", it actually modifies the original object that ""phone""
also refers to. Therefore, when the code prints the ""brand"" and ""model"" properties of ""phone"" using console.log, it will
show the updated value of ""model"", which is ""Samsung"".
","Apple IPhone",0,"Samsung Samsung",0,"Samsung IPhone",0,"Apple Samsung",1
"JavaScript Zertifikat","How can you check if the object ""point"" is frozen?
","Question: 36
This code first checks if the object ""point"" is frozen using the Object.isFrozen() method. If the method returns true, the
console will log the string ""point is frozen"". Otherwise, if the method returns false, the console will log the string ""point is
not frozen"".
","Object.freeze(point) === true ",0,"point.isFreeze() ",0,point.isFrozen(),0,"Object.isFrozen(point) ",1
"JavaScript Zertifikat","What will be the output of the following code?
let point = {x: 100, y: 100}; 
let point2 = Object.assign({}, point, {x: 0, z: 300}); 
console.log(${point2.x} ${point2.y} ${point2.z}); 
","Question: 37
The console will display the string ""0 100 300"".
In this code, a new object called ""point2"" is created using the Object.assign() method. The first argument is an empty
object, and the subsequent arguments are the objects to be merged into the first object.
In this case, ""point"" is the second argument, which means that all its properties are copied into the new object. Then, the
third argument {x: 0, z: 300} is merged into the new object, overwriting the value of ""x"" to 0 and adding the new
property ""z"" with a value of 300.
Finally, the console.log() method is used to log a string to the console that includes the values of ""point2.x"", ""point2.y"",
and ""point2.z"". The output string is ""0 100 300"", because ""point2.x"" has been changed to 0, while ""point2.y"" and
""point2.z"" have been added with their respective values.
","100 0 300",0,"0 100 300",1,"100 200 undefined",0,"100 200 300",0
"JavaScript Zertifikat","What will appear on the console after executing the following code?
let point = {x: 100, y: 200}; 
let point2 = Object.assign({}, point); 
point2.x = 0; 
console.log(${point.x} ${point2.x}); 
","Question: 38
The console will display the string ""100 0"".
In this code, a new object called ""point2"" is created by using the Object.assign() method to copy all the properties of
""point"" into a new empty object.
Then, the value of the ""x"" property in ""point2"" is updated to 0. This change only affects the ""x"" property in ""point2"" and
does not affect the original object ""point"".
Finally, the console.log() method is used to log a string to the console that includes the values of ""point.x"" and ""point2.x"".
Since ""point.x"" has a value of 100 and ""point2.x"" has a value of 0, the string ""100 0"" will be logged to the console.
","0 0",0,"0 100",0,"100 100",0,"100 0",1
"JavaScript Zertifikat","What will appear on the console after executing the following code?
let shape = {x: 100, y: 100}; 
let shape2 = Object.assign({}, shape, {x: 0, z: 200});
shape.y = 0;
console.log(`${shape2.x} ${shape2.y} ${shape2.z}`); 
","Question: 39
After executing the given code, the console will display the following output:
0 100 200
Here's how the code works:
A new object shape is created with properties x and y set to 100.
A new object shape2 is created using Object.assign(). The first argument {} specifies the target object to which
properties will be assigned (in this case, a new empty object). The second argument shape specifies the source object
from which properties will be copied. The third argument {x: 0, z: 200} specifies additional properties to add or
overwrite. The resulting object has properties x, y, and z set to 0, 100, and 200, respectively.
The value of the y property of shape is set to 0.
The values of shape2.x, shape2.y, and shape2.z are output to the console. Since shape2.x and shape2.z were set to 0
and 200 in step 2, respectively, the output will show 0 for shape2.x and 200 for shape2.z. Since shape2.y was not
modified in the subsequent steps, it retains its original value of 100.
Note that the Object.assign() method creates a new object, and does not modify the original shape object or any other
objects used as arguments.
","100 100 200",0,"0 0 200",0,"0 100 200",1,"100 0 200",0
"JavaScript Zertifikat","What will appear on the console after executing the following code?
let shape = {x: 100, y: 100}; 
let shape2 = {...shape, z: 300}; 
shape.x = 0; 
console.log(`${shape2.x} ${shape2.y} ${shape2.z}`); 
","Question: 40
The code will output 100 100 300 on the console.
This is because the spread syntax (...) is used to create a new object shape2 that inherits the properties of shape (i.e., x
and y) and adds a new property z with a value of 300. Even though the value of x in shape is changed to 0, it does not
affect the value of x in shape2 which is still 100. So, when console.log is called, it outputs the values of shape2.x,
shape2.y, and shape2.z, which are 100, 100, and 300, respectively.
","100 100 300",1,"0 100 300",0,"200 100 300",0,"300 100 300",0
"JavaScript Zertifikat","What will appear in the console as a result of executing the following code snippet?
class Person{} 
class Employee extends Person{}
class Manager extends Employee{} 
let manager = new Manager(); 
console.log(`${manager instanceof Person} ${manager instanceof Employee} ${manager instanceof Manager}`); 
","Question: 41
The following will appear in the console as a result of executing the code snippet:
true true true
This is because Manager is a subclass of Employee, which is a subclass of Person. Therefore, manager is an instance of all
three classes: Person, Employee, and Manager. The instanceof operator checks if an object is an instance of a given
class, including subclasses.
","true true true",1,"false true false",0,"true false false",0,"false false false",0
"JavaScript Zertifikat","What is the output of the following code snippet?
class Animal {}; 
class Dog extends Animal {}; 
let dog = new Dog(); 
console.log(dog instanceof Animal); 
","Question: 42
The output of the following code snippet is:
true
Explanation:
The Dog class extends the Animal class, which means that it inherits all of its properties and methods. When an instance
of Dog is created using the new operator, it is also an instance of Animal, since it inherits from it. Therefore, dog
instanceof Animal returns true.
",Dog,0,Animal,0,True,1,False,0
"JavaScript Zertifikat","What is the output of the following code snippet?
class Shape{}; 
class Pyramid extends Shape{}; 
class SquareBasedPyramid extends Pyramid {}; 
let shape = new SquareBasedPyramid (); 
console.log(`${shapeinstance of Shape} ${shape instance of Pyramid } ${shape instance of SquareBasedPyramid }`) 
","Question: 43
Output:
true true true
The output indicates that shape is an instance of all three classes: Shape, Pyramid, and SquareBasedPyramid. This is
because SquareBasedPyramid inherits from Pyramid, which in turn inherits from Shape.
","true true true",1,"false false true",0,"true false true",0,"false false false",0
"JavaScript Zertifikat","There is one line missing in the code below:
class A { 
_x = 0; 
// Insert line of code here
} 
let a = new A(); 
a.x = 10; 
console.log(a._x); 
Select the correct missing line so that the executed code results in the following console output: 10
","Question: 44
The missing line of code is
set x(value) { this._x = value; }
This is because when the line ""a.x = 10"" is executed, it invokes the ""set x"" method, which sets the value of ""_x"" to the
passed value of ""10"". The underscore in front of ""_x"" indicates that it is a private variable, which means that it can only
be accessed within the class. Therefore, in order to set its value from outside the class, we need to use the ""set x""
method. Finally, when the console.log statement is executed, it outputs the value of ""_x"", which has been set to 10.
","x() { return this._x; } ",0,"get x() { return this._x; } ",0,"this.x = function() { return this._x; } ",0,"set x(value) { this._x = value; } ",1
